"MS.Zoning","Overall.Qual","Year.Built","Year.Remod.Add","Exter.Qual","Exter.Cond","Garage.Qual","Garage.Cond","Sale.Type","Sale.Condition","SalePrice"
"RL",6,1964,1997,"TA","Gd","TA","TA","WD ","Normal",224500
"RL",6,1964,1964,"TA","TA","TA","TA","WD ","Normal",147000
"RL",6,1959,1991,"TA","Gd","TA","TA","WD ","Normal",200000
"RL",6,1960,1987,"TA","TA","TA","TA","WD ","Normal",181900
"RL",5,1959,2002,"TA","TA","TA","TA","WD ","Normal",150750
"RL",4,1962,1962,"TA","TA","TA","TA","WD ","Normal",101800
"RL",6,1950,1950,"TA","TA","TA","TA","WD ","Normal",124000
"RL",5,1940,1996,"TA","TA","TA","TA","WD ","Normal",138500
"RL",1,1946,1950,"Fa","Fa",NA,NA,"WD ","Normal",39300
"RL",3,1946,1950,"Fa","Fa",NA,NA,"WD ","Normal",64500
"RL",3,1945,1950,"TA","TA",NA,NA,"WD ","Normal",64000
"RL",5,1958,2000,"TA","TA","TA","TA","COD","Normal",112000
"RL",6,1964,1978,"TA","TA","TA","TA","WD ","Normal",165000
"RL",5,1955,1955,"TA","Gd","TA","TA","WD ","Normal",144000
"RL",5,1948,1950,"TA","TA","TA","Fa","WD ","Normal",137000
"RL",5,1941,1950,"TA","TA","TA","TA","WD ","Normal",105000
"RL",5,1942,1995,"TA","TA","TA","TA","WD ","Normal",146500
"RL",5,1968,1968,"TA","TA","TA","TA","WD ","Normal",126000
"RL",5,1966,1966,"TA","TA","TA","TA","WD ","Normal",175000
"RL",6,1961,1961,"TA","TA","TA","TA","WD ","Normal",158500
"RL",5,1958,1958,"TA","TA","TA","TA","COD","Normal",114500
"RL",5,1958,1958,"TA","TA","TA","TA","WD ","Normal",144000
"RL",6,1965,1979,"TA","Gd","TA","TA","WD ","Abnorml",129000
"RL",6,1957,1999,"TA","TA","TA","TA","WD ","Normal",141000
"RL",5,1956,1956,"TA","TA","TA","TA","WD ","Normal",131000
"RL",5,1963,1963,"TA","TA","TA","TA","WD ","Normal",142100
"RL",5,1958,1992,"TA","TA","TA","TA","WD ","Normal",139000
"RL",6,1958,1958,"TA","TA","TA","TA","COD","Normal",157900
"RL",5,1954,2005,"TA","TA","TA","TA","WD ","Normal",139400
"RL",6,1957,1957,"TA","TA","TA","TA","WD ","Normal",150000
"RL",5,1960,1960,"TA","TA","TA","TA","WD ","Normal",120000
"RL",6,1957,1969,"TA","TA","TA","TA","WD ","Normal",174850
"RL",5,1957,1957,"TA","TA","TA","TA","WD ","Normal",116000
"RL",5,1956,1956,"TA","TA","TA","TA","WD ","Normal",135000
"RL",6,1970,1970,"TA","TA","TA","TA","WD ","Normal",163500
"RL",5,1955,1975,"TA","TA","TA","TA","COD","Normal",130000
"RL",5,1955,1955,"TA","TA","TA","TA","WD ","Normal",129500
"RL",5,1953,2006,"TA","Ex","TA","TA","WD ","Normal",142000
"RL",5,1958,1958,"TA","TA","TA","TA","WD ","Normal",128600
"RL",6,1952,1952,"TA","TA","TA","TA","WD ","Normal",125000
"RL",6,1953,1953,"TA","TA","TA","TA","WD ","Normal",136000
"RL",5,1953,2006,"TA","TA","TA","TA","WD ","Normal",134500
"RL",5,1956,2003,"TA","Gd","TA","TA","WD ","Normal",127000
"RL",5,1955,1955,"TA","TA","TA","TA","WD ","Normal",130000
"RL",4,1955,1955,"TA","TA","TA","TA","WD ","Normal",115000
"RL",5,1955,1955,"TA","Gd","TA","TA","WD ","Normal",116900
"RL",5,1956,2000,"TA","TA","TA","TA","WD ","Normal",132000
"RL",4,1953,1953,"TA","TA","TA","TA","WD ","Normal",153000
"RL",5,1952,1952,"TA","TA","TA","TA","WD ","Normal",112500
"RL",4,1890,2006,"Gd","Gd",NA,NA,"WD ","Normal",138000
"RL",5,1949,2003,"TA","TA","TA","TA","WD ","Normal",135000
"RL",5,1953,2004,"TA","TA","TA","TA","WD ","Normal",156000
"RL",5,1935,2007,"TA","TA","TA","TA","WD ","Family",301600
"RL",5,1940,1950,"TA","TA","TA","TA","WD ","Normal",109000
"RL",4,1956,1956,"TA","TA",NA,NA,"WD ","Normal",103200
"RL",4,1925,1993,"TA","TA","TA","TA","WD ","Abnorml",128500
"RL",4,1927,2007,"TA","TA","Fa","Fa","WD ","Normal",64500
"RL",5,1895,1999,"TA","Gd",NA,NA,"WD ","Normal",148000
"RL",5,1920,1950,"TA","TA","Fa","TA","WD ","Abnorml",86000
"RL",7,1963,1999,"TA","TA","TA","TA","WD ","Normal",172000
"RL",5,1961,1961,"TA","TA","TA","TA","COD","Abnorml",120000
"RL",6,1968,1968,"TA","TA","TA","TA","WD ","Normal",128500
"RL",5,1969,1969,"TA","TA","TA","TA","WD ","Family",135000
"RL",5,1949,2006,"TA","Gd","TA","TA","WD ","Normal",122900
"RL",6,1948,1950,"TA","TA","TA","TA","WD ","Normal",119200
"RL",6,1949,1950,"TA","TA","TA","TA","WD ","Normal",143000
"RL",5,1950,1950,"TA","TA","TA","TA","WD ","Normal",119000
"RL",5,1950,1950,"TA","TA","TA","TA","WD ","Normal",102000
"RL",5,1950,2002,"TA","TA","TA","TA","WD ","Normal",129000
"RL",5,1960,2002,"TA","TA","TA","TA","WD ","Family",135000
"RL",5,1959,2003,"TA","TA","TA","TA","WD ","Normal",152000
"RL",5,1958,1958,"TA","TA","TA","TA","WD ","Normal",140000
"RL",5,1960,1960,"TA","TA","TA","TA","WD ","Family",152000
"RL",5,1960,1960,"TA","TA","TA","TA","WD ","Normal",156500
"RL",5,1961,1961,"TA","TA",NA,NA,"WD ","Normal",141000
"RL",5,1961,1961,"TA","TA","TA","TA","WD ","Normal",99000
"RL",6,1964,1993,"TA","TA","TA","TA","WD ","Normal",187000
"RL",5,1962,1962,"TA","TA","TA","TA","WD ","Normal",169500
"RL",5,1962,1962,"TA","TA","TA","TA","WD ","Normal",125500
"RL",5,1962,1962,"TA","TA","TA","TA","WD ","Normal",130000
"RM",5,1926,1980,"Gd","Gd","TA","TA","WD ","Normal",103000
"RM",5,1910,2002,"TA","Gd","TA","Gd","WD ","Abnorml",132000
"RM",6,1927,1950,"TA","TA","TA","TA","WD ","Normal",127500
"RM",5,1922,1950,"TA","TA","TA","Fa","WD ","Normal",89500
"RM",5,1980,1980,"TA","TA","TA","TA","WD ","Normal",140000
"RM",5,1920,1990,"TA","TA","Fa","TA","WD ","Normal",99900
"RM",4,1885,1995,"TA","TA","Fa","Fa","WD ","Normal",100000
"RM",5,1940,1950,"TA","TA","TA","TA","WD ","Normal",130000
"RM",5,1900,2006,"TA","TA","TA","TA","WD ","Normal",135000
"RM",3,1948,2002,"TA","Gd","TA","TA","WD ","Normal",120000
"RM",4,1937,2000,"TA","TA","TA","TA","WD ","Alloca",89471
"RM",4,1900,1950,"TA","TA","Fa","Fa","ConLw","Normal",85000
"RM",4,1920,1950,"TA","TA","TA","TA","WD ","Normal",108500
"RM",4,1900,1950,"TA","TA","TA","TA","WD ","Normal",137000
"RM",5,1945,1997,"TA","Gd",NA,NA,"WD ","Normal",110500
"RM",5,1923,2006,"Gd","TA","Fa","TA","WD ","Normal",100000
"RM",8,1910,1999,"Gd","Gd","TA","TA","WD ","Normal",184900
"RM",6,1927,1950,"TA","TA","TA","TA","WD ","Abnorml",145000
"RM",5,1925,1994,"TA","TA","TA","Fa","WD ","Normal",125000
"RM",5,1910,1950,"TA","TA","Fa","Fa","WD ","Normal",114000
"RM",5,1900,1950,"TA","TA","TA","TA","WD ","Normal",90000
"RM",6,1910,1990,"TA","TA","TA","TA","WD ","Normal",144100
"RM",6,1880,1950,"TA","TA","Fa","TA","WD ","Normal",117500
"RM",5,1930,2005,"TA","Gd","TA","TA","WD ","Partial",124500
"RM",7,1879,1987,"TA","Gd","TA","TA","WD ","Normal",185000
"C (all)",6,1910,1998,"TA","TA","TA","TA","WD ","Normal",133900
"RM",6,1926,2004,"TA","Gd","TA","TA","WD ","Normal",152000
"RM",5,1948,1973,"TA","TA","TA","TA","COD","Normal",153500
"RM",7,1890,1998,"TA","Gd","TA","TA","WD ","Normal",159500
"RM",5,1930,1950,"TA","TA","Fa","Fa","WD ","Normal",87000
"RM",4,1956,1956,"TA","TA","Fa","TA","WD ","Normal",104500
"RM",4,1949,2002,"TA","TA","TA","TA","WD ","Normal",110000
"RL",5,1925,1994,"TA","Gd","Fa","TA","WD ","Normal",136500
"RM",5,1950,1950,"TA","TA","TA","TA","WD ","Normal",128250
"RL",5,1920,1950,"TA","Fa","TA","TA","WD ","Normal",144000
"RL",6,1923,1950,"TA","TA","TA","TA","WD ","Normal",210000
"RM",5,1939,1998,"TA","Gd","Fa","TA","CWD","Normal",135000
"RM",6,1939,1950,"TA","TA","TA","TA","WD ","Normal",128000
"RM",6,1941,1950,"TA","Gd","TA","TA","WD ","Normal",131000
"RM",5,1939,1950,"Gd","TA","TA","TA","WD ","Normal",113000
"RM",6,1938,1950,"TA","TA","TA","TA","WD ","Normal",126000
"RM",5,1939,1952,"TA","Gd","TA","TA","WD ","Normal",132000
"RM",5,1930,1992,"TA","TA","Fa","TA","WD ","Normal",131750
"RM",5,1926,1950,"TA","TA","TA","TA","WD ","Normal",132500
"RM",5,1920,2004,"TA","TA","Fa","Fa","WD ","Normal",137500
"RM",7,1929,2001,"TA","TA","TA","TA","WD ","Normal",132000
"RM",6,1931,1950,"TA","TA","TA","TA","WD ","Normal",127500
"RM",6,1926,1950,"TA","TA","TA","TA","WD ","Normal",102000
"RM",6,1918,1995,"TA","Gd","TA","TA","WD ","Normal",200000
"RL",6,1919,1950,"TA","TA","TA","TA","WD ","Normal",180500
"RL",6,1920,1950,"TA","Gd","TA","TA","WD ","Normal",165000
"RL",5,1926,1950,"TA","TA","TA","TA","ConLw","Family",90000
"RL",6,1915,2003,"TA","TA","TA","TA","WD ","Normal",153575
"RM",7,1929,1990,"TA","TA","TA","TA","WD ","Normal",140000
"RM",6,1916,1950,"TA","Gd","TA","TA","CWD","Family",136000
"RM",5,1901,1950,"TA","TA","TA","Fa","WD ","AdjLand",113000
"RM",5,1901,1950,"TA","TA","TA","TA","WD ","AdjLand",117000
"RM",7,1931,1950,"TA","Fa","TA","TA","WD ","Normal",169500
"RM",7,1930,1950,"TA","TA","TA","TA","WD ","Normal",139400
"RM",6,1963,1963,"TA","TA","TA","TA","WD ","Normal",202500
"RM",6,1914,2006,"TA","TA",NA,NA,"WD ","Normal",127000
"RM",6,1937,1950,"TA","Gd","TA","TA","WD ","Normal",141000
"RM",7,1950,2005,"TA","Ex","TA","TA","WD ","Normal",212300
"RM",6,1915,1950,"TA","TA","TA","TA","WD ","Normal",161000
"RM",4,1958,1958,"TA","TA","TA","TA","COD","Abnorml",99500
"RM",5,1920,1996,"TA","TA","TA","TA","WD ","Normal",101000
"RM",4,1916,1990,"TA","TA","TA","TA","WD ","Normal",109900
"RM",5,1941,1950,"TA","TA","TA","TA","WD ","Normal",128500
"RM",7,1910,1950,"Fa","TA","TA","TA","WD ","Normal",122000
"RM",5,1930,1950,"TA","Gd",NA,NA,"WD ","Normal",87000
"RM",4,1910,1950,"Fa","Fa","TA","Fa","COD","Abnorml",50000
"RL",7,1937,1980,"TA","Gd","TA","TA","WD ","Normal",219000
"RL",5,1946,1994,"TA","TA",NA,NA,"WD ","Normal",200500
"RL",5,1940,1950,"TA","TA","TA","TA","WD ","AdjLand",126000
"RL",5,1942,1979,"TA","TA","TA","TA","WD ","Normal",108500
"RL",5,1963,1963,"TA","TA","TA","TA","WD ","Normal",130000
"RL",5,1964,1980,"TA","TA","TA","TA","WD ","Normal",158450
"RL",4,1964,1964,"TA","TA","TA","TA","WD ","Normal",115400
"RL",4,1961,1961,"TA","Fa","TA","TA","WD ","Normal",118500
"RL",5,1964,2001,"Gd","Gd","TA","TA","WD ","Normal",165000
"RL",5,1966,1966,"TA","TA","TA","TA","WD ","Normal",123000
"RL",6,1966,1966,"TA","TA","TA","TA","WD ","Normal",129000
"RL",5,1966,1966,"TA","TA","TA","TA","WD ","Normal",125000
"RL",5,1968,1968,"TA","TA","TA","TA","WD ","Family",108000
"RL",5,1971,1990,"TA","TA","TA","TA","WD ","Normal",119900
"RL",5,1968,1968,"TA","TA","TA","TA","WD ","Normal",115000
"RL",5,1967,1967,"TA","Gd","TA","TA","WD ","Normal",134500
"RL",5,1966,1966,"TA","TA","TA","TA","WD ","Normal",127000
"RL",5,1968,1968,"TA","TA","TA","TA","WD ","Normal",129000
"RL",6,1977,1977,"TA","TA","TA","TA","WD ","Normal",143500
"RL",5,1966,1966,"TA","Gd","TA","TA","WD ","Normal",129000
"RL",5,1956,1998,"TA","TA","TA","TA","WD ","Normal",187000
"RL",5,1920,1996,"TA","Fa","TA","TA","WD ","Normal",158000
"RL",5,1918,2007,"TA","Gd","TA","TA","WD ","Normal",112000
"RL",7,1940,1998,"TA","TA","TA","TA","WD ","Normal",165250
"RL",6,1954,1995,"TA","TA","TA","TA","WD ","Normal",150000
"RL",5,1958,1998,"TA","TA","TA","TA","VWD","Normal",137000
"RL",4,1945,1950,"Fa","TA","Fa","TA","WD ","Normal",89500
"RL",7,1971,2002,"TA","TA","TA","TA","WD ","Normal",302000
"RL",6,1984,1984,"TA","TA","TA","TA","WD ","Normal",182000
"RL",6,1988,1989,"Gd","TA","TA","TA","WD ","Normal",211000
"RL",5,1948,2005,"TA","Gd","TA","TA","WD ","Normal",216000
"RL",5,1953,1953,"TA","TA","TA","TA","COD","Normal",130000
"RL",4,1946,1950,"TA","TA","TA","TA","WD ","Normal",109900
"RL",6,1954,1994,"TA","Gd","TA","TA","WD ","Normal",255000
"RL",6,1950,2001,"TA","TA","TA","TA","WD ","Normal",243000
"RL",6,1954,1954,"TA","TA","TA","TA","WD ","Normal",154000
"RL",5,1958,1958,"TA","TA","TA","TA","WD ","Normal",118000
"RL",4,1958,1994,"TA","TA","TA","TA","WD ","Normal",80000
"RL",4,1977,1977,"TA","TA",NA,NA,"Oth","Abnorml",150000
"RL",4,1920,2002,"TA","TA",NA,NA,"WD ","Normal",86000
"RL",5,1984,1984,"Gd","Ex","TA","TA","WD ","Normal",130000
"RL",5,1951,1951,"TA","TA","TA","TA","WD ","Normal",125000
"RL",5,1951,1994,"TA","TA","TA","TA","WD ","Normal",136500
"RL",4,1920,1950,"Fa","Fa","Fa","TA","WD ","Normal",96000
"RL",5,1957,2006,"TA","TA","TA","TA","WD ","Normal",120000
"RL",6,1984,1984,"TA","TA","TA","TA","WD ","Normal",228500
"RL",7,1990,1991,"Gd","TA","TA","TA","WD ","Normal",179900
"RL",7,1990,1991,"Gd","TA","TA","TA","WD ","Normal",225000
"RL",7,1986,1987,"Gd","TA","TA","TA","WD ","Normal",301000
"RL",7,1991,1991,"Gd","TA","TA","TA","WD ","Normal",238000
"RL",7,1989,1989,"Gd","TA","TA","TA","WD ","Normal",228500
"RL",7,1994,2001,"Gd","Gd","TA","TA","CWD","Normal",220000
"RL",7,2007,2007,"Gd","TA","TA","TA","New","Partial",383970
"RL",8,2006,2007,"Gd","TA","TA","TA","New","Partial",424870
"RL",8,2007,2007,"Gd","TA","TA","TA","New","Partial",250000
"RL",8,2006,2007,"Gd","TA","TA","TA","New","Partial",360000
"RL",7,2006,2007,"Gd","TA","TA","TA","New","Partial",279500
"RL",7,2007,2007,"Gd","TA","TA","TA","New","Partial",200141
"RL",8,2007,2007,"Gd","TA","TA","TA","New","Partial",246500
"RL",8,2007,2007,"Gd","TA","TA","TA","New","Partial",276000
"RL",7,2005,2007,"Gd","TA","TA","TA","New","Partial",203000
"RL",7,2006,2006,"Gd","TA","TA","TA","New","Partial",155835
"RL",7,2006,2006,"Gd","TA","TA","TA","WD ","Normal",194000
"RL",7,2007,2007,"Gd","TA","TA","TA","New","Partial",195400
"RL",7,2005,2006,"Gd","TA","TA","TA","WD ","Normal",217000
"RL",8,2006,2006,"Gd","TA","TA","TA","WD ","Normal",212999
"RL",7,2005,2006,"Gd","TA","TA","TA","WD ","Normal",175900
"RL",7,2005,2006,"Gd","TA","TA","TA","WD ","Normal",191000
"RL",6,2006,2006,"Gd","TA","TA","TA","WD ","Normal",176432
"RL",7,1988,1989,"Gd","TA","TA","TA","WD ","Normal",277000
"RL",7,1988,1988,"Gd","TA","TA","TA","WD ","Normal",207000
"RL",6,1958,2006,"Gd","TA","TA","TA","WD ","Normal",277000
"RL",6,1992,1992,"Gd","TA","TA","TA","WD ","Normal",240000
"RL",6,1966,2007,"TA","TA","TA","TA","WD ","Normal",187500
"RL",8,1976,1976,"Gd","TA","TA","TA","WD ","Normal",279000
"RL",5,1994,1994,"TA","TA","TA","TA","WD ","Normal",139500
"RL",5,1994,1994,"TA","TA","TA","TA","WD ","Normal",126000
"RL",6,1995,1995,"Gd","Gd","TA","TA","WD ","Normal",177500
"RL",6,1997,2006,"TA","Gd","TA","TA","WD ","Normal",175000
"RL",6,1998,1998,"TA","TA","TA","TA","WD ","Normal",211000
"RL",5,1994,1994,"TA","Gd","TA","TA","WD ","Normal",146000
"RL",5,1996,1996,"TA","TA","TA","TA","WD ","Normal",147900
"RL",4,1994,1995,"TA","TA",NA,NA,"WD ","Normal",123600
"RL",6,1997,1997,"TA","Gd","TA","TA","WD ","Normal",204750
"RL",7,1999,1999,"Gd","TA","TA","TA","WD ","Normal",235500
"RL",7,1998,1999,"Gd","TA","TA","TA","WD ","Normal",217000
"RL",7,2001,2001,"Gd","TA","TA","TA","WD ","Normal",190550
"RL",7,2000,2000,"Gd","TA","TA","TA","WD ","Normal",217500
"RL",7,2003,2003,"Gd","TA","TA","TA","WD ","Normal",226000
"RL",7,2003,2003,"Gd","TA","TA","TA","WD ","Normal",180000
"RL",5,1974,1974,"TA","TA","TA","TA","WD ","Family",131000
"RL",5,1976,1976,"TA","Gd","TA","TA","WD ","Normal",153500
"RL",5,1977,1977,"TA","TA","TA","TA","WD ","Normal",160000
"RL",5,1977,1977,"TA","TA","TA","TA","WD ","Normal",134900
"RL",5,1977,1977,"TA","TA","TA","TA","WD ","Normal",130000
"RL",5,1975,1975,"TA","TA","TA","TA","Con","Normal",120000
"RL",5,1972,1972,"TA","TA","TA","TA","WD ","Normal",112500
"RL",5,1975,1975,"TA","TA","TA","TA","WD ","Normal",122000
"RL",5,1972,2000,"TA","TA","Gd","Ex","WD ","Normal",127000
"RL",4,1972,2006,"TA","Gd","TA","TA","WD ","Normal",117000
"RL",8,2004,2005,"Gd","TA","TA","TA","WD ","Normal",305900
"RL",8,2002,2002,"Gd","TA","TA","TA","WD ","Normal",228500
"RL",7,2000,2000,"Gd","TA","TA","TA","WD ","Normal",270000
"RL",7,2002,2002,"Gd","TA","TA","TA","WD ","Normal",192000
"RL",7,2003,2003,"Gd","TA","TA","TA","WD ","Normal",213000
"RL",7,2002,2002,"Gd","TA","TA","TA","WD ","Normal",200000
"RL",8,1998,1999,"Gd","TA","TA","TA","WD ","Normal",267000
"RL",8,1994,1995,"Gd","TA","TA","TA","WD ","Normal",228000
"RL",8,2001,2001,"Gd","TA","TA","TA","WD ","Normal",275000
"RL",7,1996,2002,"Gd","TA","TA","TA","WD ","Normal",211000
"RL",9,2002,2002,"Gd","TA","TA","TA","WD ","Normal",285000
"RL",8,1995,1996,"Gd","TA","TA","TA","WD ","Normal",240000
"RM",6,2003,2003,"Gd","TA","TA","TA","WD ","Normal",131500
"RL",8,1999,2000,"Gd","TA","TA","TA","WD ","Normal",246900
"RL",7,2003,2004,"Gd","TA","TA","TA","WD ","Normal",219500
"RL",7,2003,2003,"Gd","TA","TA","TA","WD ","Normal",185000
"RL",7,2007,2007,"Gd","TA","TA","TA","New","Partial",179400
"RL",7,2006,2006,"Gd","TA","TA","TA","WD ","Normal",213500
"RL",7,2004,2004,"Gd","TA","TA","TA","WD ","Normal",179600
"RL",7,2005,2005,"Gd","TA","TA","TA","WD ","Normal",173500
"RL",6,2006,2007,"Gd","TA","TA","TA","New","Partial",167840
"RL",7,2006,2006,"Gd","TA","TA","TA","WD ","Normal",168675
"RL",5,2005,2005,"Gd","TA","TA","TA","WD ","Normal",167000
"RL",5,1965,1965,"TA","TA","Fa","Fa","WD ","Normal",140000
"RL",5,1967,1967,"TA","TA","TA","TA","WD ","Abnorml",118500
"RL",4,1963,1963,"TA","Gd","TA","TA","COD","Normal",110000
"RL",4,1965,1965,"TA","TA","TA","TA","WD ","Normal",94750
"RL",5,1925,1950,"TA","Gd","TA","TA","WD ","Normal",122000
"RL",6,1960,1960,"TA","TA","TA","TA","WD ","Normal",110000
"RL",6,1990,1990,"TA","Gd",NA,NA,"WD ","Normal",118500
"RL",6,1976,1976,"TA","Fa","TA","Fa","WD ","Normal",133500
"RL",6,1976,1976,"TA","Gd","TA","Gd","WD ","Normal",148000
"RL",5,1979,1979,"TA","TA","TA","Gd","WD ","Normal",141000
"RL",5,2006,2007,"TA","TA","TA","TA","New","Partial",155000
"RL",5,2005,2006,"TA","TA","TA","TA","WD ","Normal",157000
"RL",5,2005,2006,"TA","TA","TA","TA","WD ","Normal",171500
"RL",10,2008,2009,"Ex","TA","TA","TA","New","Partial",183850
"RL",10,2007,2008,"Ex","TA","TA","TA","New","Partial",184750
"RM",6,2005,2005,"TA","TA","TA","TA","WD ","Normal",140000
"RL",5,1959,2000,"TA","TA","TA","TA","WD ","Normal",131750
"RL",4,1955,1955,"TA","TA",NA,NA,"WD ","Normal",61500
"RL",4,1954,1954,"TA","TA","TA","TA","WD ","Normal",111000
"RL",5,1946,1950,"TA","TA",NA,NA,"WD ","Abnorml",98500
"RH",3,1931,2006,"TA","TA",NA,NA,"WD ","Normal",79000
"RL",6,1920,1995,"TA","TA","TA","TA","WD ","Normal",108500
"RL",4,1954,1954,"TA","TA","TA","TA","WD ","Abnorml",110000
"RL",4,1910,2000,"TA","TA","Fa","TA","WD ","Normal",112000
"RL",4,1955,1955,"TA","TA","TA","TA","WD ","Normal",125000
"RL",4,1955,1955,"TA","TA","TA","TA","COD","Family",79275
"RL",4,1954,1954,"TA","TA","TA","TA","WD ","Normal",119000
"RH",6,1914,1995,"Fa","TA",NA,NA,"WD ","Abnorml",200000
"RL",5,1923,1950,"TA","TA",NA,NA,"WD ","AdjLand",150000
"RL",6,1923,1996,"TA","Gd","TA","TA","WD ","Normal",165000
"RL",5,1926,1950,"TA","TA","Po","Po","WD ","Normal",96500
"RL",5,1926,1950,"TA","TA","TA","TA","WD ","Normal",136500
"RL",6,1921,2005,"TA","TA","TA","TA","WD ","Normal",146500
"RL",5,1937,1950,"TA","TA","TA","TA","WD ","Normal",175000
"RL",7,1930,1995,"TA","TA","TA","TA","WD ","Normal",148500
"RL",6,1921,1950,"TA","TA","TA","TA","CWD","Normal",141500
"RL",7,1918,1998,"Gd","TA","TA","TA","WD ","Normal",189950
"RL",6,1926,1991,"TA","TA","TA","TA","WD ","Normal",135000
"RL",7,1941,1950,"TA","Gd","TA","TA","WD ","Normal",164000
"RL",5,1913,2002,"TA","TA","Gd","TA","WD ","Normal",90350
"RL",5,1910,2003,"TA","TA","TA","TA","WD ","Normal",139000
"RL",5,1938,1950,"TA","Gd","Fa","TA","WD ","Normal",119750
"RH",6,1946,1950,"TA","TA","TA","TA","WD ","Normal",145000
"RH",5,1949,1950,"TA","TA","TA","TA","WD ","Normal",145000
"RL",7,1927,1992,"TA","TA","TA","TA","WD ","Normal",238000
"RL",5,1951,1951,"TA","TA","TA","TA","WD ","Normal",153500
"RL",6,1918,1950,"TA","TA","TA","TA","WD ","Normal",239000
"RL",8,1934,1998,"TA","TA","TA","TA","WD ","Alloca",359100
"RL",4,1930,2003,"TA","Gd","Fa","TA","WD ","Normal",188000
"RL",6,1932,1950,"TA","TA","TA","Fa","WD ","Normal",220000
"RL",5,1941,1950,"TA","TA","TA","TA","WD ","Normal",140000
"RL",8,1932,1994,"Gd","TA","TA","TA","WD ","Normal",315000
"RL",6,1945,2002,"TA","TA","TA","TA","WD ","Normal",259500
"RL",6,1957,2004,"TA","TA","TA","TA","WD ","Normal",257500
"RL",7,1940,1984,"TA","TA","TA","TA","CWD","Normal",219500
"RL",6,1953,1953,"TA","Gd","TA","TA","COD","Abnorml",217000
"RL",6,1960,1960,"TA","Fa","TA","TA","WD ","Normal",201000
"RL",6,1968,1968,"TA","TA","TA","TA","CWD","Normal",215000
"RM",6,1980,1980,"TA","Gd","TA","TA","WD ","Normal",123900
"RL",4,1995,1996,"TA","TA","TA","TA","WD ","Normal",170000
"RM",8,1988,1988,"TA","TA","TA","TA","WD ","Normal",200000
"RL",7,1971,1971,"TA","TA","TA","TA","WD ","Normal",198000
"RL",6,1957,1975,"Gd","TA","TA","TA","WD ","Alloca",200624
"RL",8,1986,1986,"Gd","TA","Gd","Gd","WD ","Normal",315000
"RM",5,1919,2005,"TA","TA",NA,NA,"WD ","Normal",115000
"RM",6,1940,1950,"TA","TA","TA","TA","WD ","Normal",141000
"RM",5,1941,1950,"TA","TA","TA","TA","WD ","Normal",87000
"RM",5,1925,2003,"Gd","Gd",NA,NA,"WD ","Normal",129850
"RM",4,1939,1950,"TA","TA","TA","TA","WD ","Normal",100000
"RM",5,1923,1999,"TA","TA","","","WD ","Alloca",150909
"RM",5,1922,1950,"TA","TA","Fa","Fa","WD ","Normal",75200
"RM",6,1920,1950,"TA","TA","TA","TA","WD ","Normal",118400
"RM",5,1920,1950,"TA","Fa","Po","Po","WD ","Abnorml",67000
"RM",5,1950,1950,"TA","TA","TA","TA","WD ","Normal",152000
"RM",2,1939,1950,"TA","TA","TA","Fa","WD ","Normal",68104
"C (all)",5,1895,2006,"TA","Gd",NA,NA,"WD ","Normal",119600
"C (all)",4,1957,1980,"TA","TA","TA","TA","WD ","Abnorml",140000
"C (all)",5,1930,2007,"Gd","TA","TA","Po","WD ","Normal",124900
"RM",8,2006,2007,"Gd","TA","TA","TA","New","Partial",375000
"RM",8,2006,2007,"Gd","TA","TA","TA","WD ","Family",235000
"RL",6,1979,1979,"TA","TA","TA","TA","WD ","Normal",183500
"RL",6,1978,1978,"TA","TA","TA","TA","WD ","Normal",156000
"RL",6,1983,1983,"TA","Gd","TA","TA","WD ","Normal",134000
"RL",5,2002,2002,"Gd","TA","TA","TA","WD ","Normal",215000
"RL",7,2002,2002,"Gd","TA","TA","TA","WD ","Normal",245000
"RL",7,1991,1992,"TA","TA","TA","TA","WD ","Normal",210000
"RL",7,1975,1975,"TA","TA","TA","TA","WD ","Normal",148000
"RL",6,1974,1974,"TA","TA","TA","TA","WD ","Normal",143000
"RL",7,1987,1987,"Gd","TA","TA","TA","WD ","Normal",244000
"RM",7,1998,1998,"Gd","TA","TA","TA","WD ","Normal",330000
"RL",5,1959,1959,"TA","Gd","TA","TA","WD ","Normal",170000
"RL",6,1958,1995,"TA","Gd","TA","TA","WD ","Normal",257000
"RL",7,2006,2007,"Gd","TA","TA","TA","New","Partial",231713
"RL",8,2006,2007,"Gd","TA","TA","TA","New","Partial",267300
"RL",8,2006,2006,"Gd","TA","TA","TA","WD ","Normal",265900
"RL",8,2007,2007,"Gd","TA","TA","TA","New","Partial",239000
"RL",8,2006,2007,"Gd","TA","TA","TA","New","Partial",248900
"RL",7,1985,1985,"TA","TA","TA","TA","WD ","Normal",174000
"RL",7,1990,1991,"Gd","Gd","TA","TA","WD ","Normal",187500
"RL",6,1996,1997,"Gd","TA","TA","TA","WD ","Normal",204000
"RL",8,2001,2001,"Gd","TA","TA","TA","WD ","Normal",180500
"RL",7,2003,2003,"Gd","TA","TA","TA","WD ","Normal",187500
"RL",8,2002,2002,"Gd","TA","TA","TA","WD ","Normal",282000
"RL",6,1996,1996,"Gd","TA","TA","TA","WD ","Normal",178000
"RL",8,2002,2003,"Gd","TA","TA","TA","WD ","Normal",270000
"RL",7,2003,2004,"Gd","TA","TA","TA","WD ","Normal",279900
